# Windows Version: 10.0.14971.1000 (rs_prerelease.161111-1700)
# CPU: Intel(R) Core(TM) i7-6560U CPU @ 2.20GHz
# Memory: 15.85 GB
# Linux Kernel Version: 4.8.10-moby
# Linux Total Memory: 1.934 GiB
# Linux CPUs: 2
#
# BW: Message sizes (in Bytes) vs Average Bandwidth (in Mb/s) + individual results
# Index 0: BW: Host loopback mode blocking (msg recv())
1024 1804.25 1001 2061 2142 2013
1518 2302.25 1369 2696 2685 2459
2048 1975 3104 1009 2613 1174
3072 3037.25 3944 3107 1814 3284
4096 2739.75 2948 2895 3136 1980
5120 4543.25 4857 5138 4731 3447
8192 2951.75 3408 2346 3436 2617
9018 2447 3212 2423 2050 2103
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 21: BW: Transmit to VM poll() Linux (bulk recv())
8 14.5 16 14 13 15
128 132 25 394 15 94
512 620.25 30 1026 1375 50
1024 788.25 950 1188 21 994
1518 1918.75 2652 1602 1091 2330
2048 2059.75 815 2906 1399 3119
3072 3536.25 3837 3638 3449 3221
4096 3065.75 3306 2775 3067 3115
5120 3833.25 3560 4072 3373 4328
8192 2960 3574 2509 1879 3878
9018 3651.75 3740 3478 3155 4234
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 22: BW: Transmit to VM poll() Windows (bulk recv())
8 7.5 8 8 1 13
128 217.25 445 11 228 185
512 374 38 689 183 586
1024 524.5 904 29 119 1046
1518 1767.5 2111 2573 1309 1077
2048 2353.5 2680 1285 2610 2839
# 3072: stuck
3072 2247.6 2235 1623 2885
4096 1853.5 1281 2368 1390 2375
5120 2145.5 2649 1245 2043 2645
8192 2862.25 3104 3159 2768 2418
9018 3006.75 3196 2767 3485 2579
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 23: BW: Transmit to VM poll() both (bulk recv())
# 8: two stuck
8 20.5 26 15
128 54.5 64 8 39 107
512 643 633 709 598 632
1024 1346.5 1679 1850 910 947
1518 1467 942 2174 1489 1263
2048 1640.75 1321 2571 1610 1061
3072 1640.75 965 1865 1558 2175
4096 2561.5 3251 1286 2929 2780
5120 2677.25 1843 2822 3112 2932
8192 3163 2944 2151 4255 3302
9018 3096.5 3658 2657 2887 3184
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 24: connect() from VM
# time (ms) vs count vs cumulative percent
1 1832  91.60
2 103  96.75
3 23  97.90
4 15  98.65
5 6  98.95
6 5  99.20
7 4  99.40
8 0  99.40
9 3  99.55
10 0  99.55
20 2  99.65
30 1  99.70
40 2  99.80
50 1  99.85
60 0  99.85
70 1  99.90
80 0  99.90
90 0  99.90
100 0  99.90
200 2 100.00
300 0 100.00
400 0 100.00
500 0 100.00
600 0 100.00
700 0 100.00
800 0 100.00
900 0 100.00
>=1000 0 100.00
connect_err 0 100.00
socket_err 0 100.00


# Index 25: connect() to VM
# time (ms) vs count vs cumulative percent
1 1736  86.80
2 116  92.60
3 35  94.35
4 35  96.10
5 16  96.90
6 10  97.40
7 6  97.70
8 6  98.00
9 4  98.20
10 4  98.40
20 18  99.30
30 2  99.40
40 5  99.65
50 3  99.80
60 1  99.85
70 1  99.90
80 0  99.90
90 0  99.90
100 1  99.95
200 1 100.00
300 0 100.00
400 0 100.00
500 0 100.00
600 0 100.00
700 0 100.00
800 0 100.00
900 0 100.00
>=1000 0 100.00
connect_err 0 100.00
socket_err 0 100.00
71dbc79b6d48c64b20f255b0c86a5267f6ea9e3d84e52a24f69837e3ae6b943e


