# Windows Version: 10.0.14986.1000 (WinBuild.160101.0800)
# CPU: Intel(R) Core(TM) i7-6560U CPU @ 2.20GHz
# Memory: 15.85 GB
# Linux Kernel Version: 4.8.12-moby
# Linux Total Memory: 1.934 GiB
# Linux CPUs: 2
#
# BW: Message sizes (in Bytes) vs Average Bandwidth (in Mb/s) + individual results
# Index 0: BW: Host loopback mode blocking (msg recv())
8 34
128 584
512 2392
1024 4585
1518 6545
2048 8731
3072 12965
4096 11856
5120 13960
8192 19306
9018 20655
16384 20922


# Index 1: BW: Host loopback mode poll() server (msg recv())
8 31
128 571
512 2366
1024 4604
1518 6908
2048 9364
3072 14102
4096 11653
5120 14229
8192 20608
9018 22626
16384 20916


# Index 2: BW: Host loopback mode poll() client (msg recv())
8 33
128 598
512 2348
1024 4648
1518 6507
2048 8842
3072 12602
4096 12083
5120 14063
8192 18423
9018 20139
16384 22222


# Index 3: BW: Host loopback mode poll() both (msg recv())
8 31
128 557
512 2307
1024 4635
1518 6843
2048 9254
3072 13598
4096 11811
5120 14239
8192 17490
9018 20659
16384 16096


# Index 4: BW: Host loopback mode blocking (bulk recv())
8 30
128 502
512 2019
1024 4219
1518 6075
2048 7360
3072 9325
4096 9411
5120 9989
8192 9082
9018 10533
16384 11655


# Index 5: BW: Host loopback mode poll() server (bulk recv())
8 31
128 569
512 2425
1024 4715
1518 7046
2048 9637
3072 14409
4096 11591
5120 14132
8192 20083
9018 22885
16384 20925


# Index 6: BW: Host loopback mode poll() client (bulk recv())
8 30
128 501
512 1981
1024 4251
1518 6178
2048 7184
3072 8602
4096 8566
5120 7564
8192 9757
9018 10364
16384 9750


# Index 7: BW: Host loopback mode poll() both (bulk recv())
8 29
128 561
512 2354
1024 4751
1518 7036
2048 9677
3072 13912
4096 11559
5120 13945
8192 17242
9018 19730
16384 16971


# Index 8: BW: Transmit from VM blocking (msg recv())
8 19 21 19 17 19
128 338.5 378 340 339 297
512 1136.5 1181 1336 1103 926
1024 2391.75 2440 2976 2413 1738
1518 3087.5 3164 3111 3508 2567
2048 2495 2747 2505 2239 2489
3072 2542.25 2315 2690 2553 2611
4096 2206.25 2487 2448 1930 1960
5120 3580.75 2446 4695 3352 3830
8192 2988.25 2980 3184 3060 2729
9018 3591.75 3548 3682 4119 3018
16384 3202.5 3554 3036 3238 2982


# Index 9: BW: Transmit from VM poll() Linux (msg recv())
8 19.5 24 20 19 15
128 337 328 380 336 304
512 1180.25 1117 1404 1289 911
1024 2443.25 2334 2458 2731 2250
1518 2948 2832 2278 2921 3761
2048 2625.75 2426 2780 2525 2772
3072 2376.5 2238 2453 2322 2493
4096 2316.25 2151 2163 2406 2545
5120 3503.25 3304 3247 3550 3912
8192 3021.5 3304 3280 2442 3060
9018 3225.75 4762 3502 2301 2338
16384 3449.25 3552 3071 3517 3657


# Index 10: BW: Transmit from VM poll() Windows (msg recv())
8 20.25 20 16 21 24
128 300 280 250 322 348
512 982.75 1042 1023 922 944
1024 2147 2271 2110 1910 2297
1518 2780.75 2789 2553 2805 2976
2048 2574.75 2563 2900 2096 2740
3072 2500.5 2365 2671 2752 2214
4096 2817 3627 2489 2592 2560
5120 4494.25 4154 4842 4041 4940
8192 3259.5 3189 3750 3325 2774
9018 4431.75 4570 4256 3876 5025
16384 3542.75 3336 3724 3608 3503


# Index 11: BW: Transmit from VM poll() both (msg recv())
8 19 19 22 18 17
128 321.75 318 303 353 313
512 1195.75 926 1297 1319 1241
1024 2214 1773 2132 2748 2203
1518 2998.25 2974 2720 2732 3567
2048 2907.5 2863 2518 2964 3285
3072 2348 2299 2408 2289 2396
4096 2697 1926 2537 3179 3146
5120 4655.75 5101 4404 4319 4799
8192 2928.75 2499 2524 3517 3175
9018 4320 3486 6485 3988 3321
16384 3037.25 3190 3402 3259 2298


# Index 12: BW: Transmit from VM blocking (bulk recv())
8 20.75 22 22 21 18
128 317.5 324 340 334 272
512 1057.75 1106 969 1123 1033
1024 1524 1624 1515 1383 1574
1518 2044.25 2200 1745 2222 2010
2048 2332 1848 2655 2517 2308
3072 2350 2209 2033 2736 2422
4096 2081 2314 2133 2265 1612
5120 3183 3149 3194 3329 3060
8192 2716.25 2260 3029 2971 2605
9018 2908.5 2653 3367 2872 2742
16384 3099.75 2785 3247 3167 3200


# Index 13: BW: Transmit from VM poll() Linux (bulk recv())
8 20.5 19 21 22 20
128 330 278 340 352 350
512 1149.5 1183 1092 1195 1128
1024 1441.75 1295 1437 1745 1290
1518 1621.5 1344 1666 1694 1782
2048 2011.25 1727 2310 2362 1646
3072 2246.5 1871 2165 2610 2340
4096 1886.75 2234 1578 1949 1786
5120 2891.75 3050 2612 3464 2441
8192 2961.75 3023 2873 3000 2951
9018 2459.75 2214 2867 1783 2975
16384 2712.75 2596 2443 3251 2561


# Index 14: BW: Transmit from VM poll() Windows (bulk recv())
8 16.5 18 15 17 16
128 316.25 374 320 280 291
512 1088 1324 986 913 1129
1024 2211.75 2334 2257 2256 2000
1518 3173.75 3515 3695 2878 2607
2048 2226.75 2236 2083 2142 2446
3072 2414.5 2490 2443 2346 2379
4096 2865 2380 2500 3607 2973
5120 4564.5 6466 4155 4197 3440
8192 3217.5 3089 2849 3438 3494
9018 4558 4014 5374 4107 4737
16384 2965.5 2294 2679 3291 3598


# Index 15: BW: Transmit from VM poll() both (bulk recv())
8 17.75 22 18 16 15
128 304.25 336 327 274 280
512 1179 1150 1282 1269 1015
1024 2283.75 1934 2114 2765 2322
1518 3434.25 2723 3544 4198 3272
2048 2670 2987 3252 2334 2107
3072 2613.75 2252 3556 2308 2339
4096 2797.75 2698 2167 3111 3215
5120 4478.75 4604 3940 5705 3666
8192 3295.25 3297 3229 3197 3458
9018 4248 3235 4065 3865 5827
16384 3539.25 3804 3873 2969 3511


# Index 16: BW: Transmit to VM blocking (msg recv())
8 12 5 15 13 15
128 78.25 3 19 101 190
512 513.5 283 305 1431 35
1024 1922.75 1875 1920 1794 2102
1518 2013 1432 2065 2443 2112
2048 2258.25 2201 2241 1431 3160
3072 2688.75 2201 3604 1932 3018
4096 2521.25 2985 2624 3265 1211
5120 3421.5 3813 3183 3419 3271
8192 2724.75 2985 2482 2382 3050
9018 2911.5 2336 3099 3336 2875
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 17: BW: Transmit to VM poll() Linux (msg recv())
8 13.75 2 14 24 15
128 147.75 192 95 105 199
512 800.5 626 1241 592 743
1024 1582.75 2029 2165 2098 39
1518 2423.75 1890 2667 2184 2954
# 2048: One hang, needed kill
2048 3040 2548 3586 2986
3072 3262.75 3363 3868 3101 2719
4096 3188.75 3803 2819 3085 3048
5120 4133 3969 4073 4165 4325
8192 2020.75 2916 2109 2372 686
9018 2387 810 2635 3182 2921
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 18: BW: Transmit to VM poll() Windows (msg recv())
8 8.25 1 3 14 15
128 178.5 193 238 205 78
512 974.25 970 673 901 1353
1024 1939 1863 1888 2170 1835
1518 1937.25 1468 1474 2348 2459
2048 2902.25 3290 3286 2553 2480
3072 3378.5 3823 3219 3368 3104
4096 3262.75 2639 3741 3038 3633
5120 3643 3770 2186 4246 4370
8192 2860 2443 3146 3089 2762
9018 3097 3274 3417 2476 3221
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 19: BW: Transmit to VM poll() both (msg recv())
8 14.25 5 25 15 12
128 200.75 361 217 16 209
512 1103 643 774 1436 1559
1024 1934 1961 1918 1955 1902
1518 2493 2500 1528 2904 3040
2048 2365.5 1599 2441 2443 2979
3072 2839 2800 2662 3064 2830
4096 2832 2764 2760 3115 2689
5120 3637.75 4463 4142 2208 3738
8192 2863.5 3065 2328 3081 2980
9018 2972 3135 3226 2386 3141
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 20: BW: Transmit to VM blocking (bulk recv())
8 13.75 5 3 16 31
128 185 215 277 230 18
512 1131.25 1577 1419 758 771
1024 2181.75 2321 2073 2093 2240
1518 2553 2489 2371 2359 2993
2048 3033.25 3617 3696 2841 1979
3072 3738.5 3826 4026 3196 3906
4096 3322.75 3721 3233 2753 3584
5120 3871 3654 4158 3917 3755
8192 2795.25 2495 2667 2754 3265
9018 3104 2852 3252 3287 3025
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 21: BW: Transmit to VM poll() Linux (bulk recv())
8 7.5 1 7 5 17
128 286.25 73 405 438 229
512 863.5 785 1079 1543 47
1024 1668 2232 964 2276 1200
1518 2984 3110 3064 3004 2758
2048 2558.5 2916 1910 2401 3007
3072 3470.25 4220 4020 2876 2765
4096 3403.5 3014 3985 3540 3075
5120 3721.75 4342 4351 2483 3711
8192 2903 2796 2813 2968 3035
9018 2715.25 2504 2633 2631 3093
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053
# 16384: send() Error: 10053


# Index 22: BW: Transmit to VM poll() Windows (bulk recv())
8 15.25 17 8 6 30
128 80 31 134 149 6
512 1034.5 774 853 1576 935
1024 1715.75 1159 1208 2166 2330
1518 2360 2445 1315 3056 2624
